id_mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_arma,uso_moto,barrio,comuna,latitud,longitud,cantidad
1447011,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,SI,NO,BELGRANO,13,-34.563376,-58.457076,1
1447012,2024,MAYO,DOMINGO,2024-05-05,7,Robo,Robo total,NO,NO,BARRACAS,4,-34.655971,-58.395069,1
1447013,2024,MAYO,DOMINGO,2024-05-05,11,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.564556,-58.458625,1
1447014,2024,MAYO,DOMINGO,2024-05-05,11,Robo,Robo total,NO,NO,RECOLETA,2,-34.589328,-58.404091,1
1447015,2024,MAYO,DOMINGO,2024-05-05,3,Hurto,Hurto automotor,NO,NO,VILLA LUGANO,8,-34.674727,-58.469284,1
1447016,2024,MAYO,DOMINGO,2024-05-05,23,Robo,Robo total,SI,NO,FLORES,7,-34.647009,-58.442938,1
1447017,2024,MAYO,DOMINGO,2024-05-05,21,Robo,Robo automotor,SI,NO,CABALLITO,6,-34.60616,-58.432211,1
1447018,2024,MAYO,DOMINGO,2024-05-05,18,Robo,Robo total,SI,NO,BARRACAS,4,-34.655948,-58.395054,1
1447019,2024,MAYO,DOMINGO,2024-05-05,12,Robo,Robo total,NO,NO,PATERNAL,15,-34.597603,-58.476895,1
1447020,2024,MAYO,DOMINGO,2024-05-05,4,Hurto,Hurto total,NO,NO,PALERMO,14,-34.570002,-58.420408,1
1447021,2024,MAYO,DOMINGO,2024-05-05,15,Hurto,Hurto total,NO,NO,PALERMO,14,-34.588183,-58.411217,1
1447022,2024,MAYO,DOMINGO,2024-05-05,8,Hurto,Hurto total,NO,NO,FLORES,7,-34.6436,-58.444673,1
1447023,2024,MAYO,DOMINGO,2024-05-05,12,Robo,Robo total,NO,NO,PUERTO MADERO,1,-34.606534,-58.350863,1
1447024,2024,MAYO,DOMINGO,2024-05-05,21,Hurto,Hurto total,NO,NO,PALERMO,14,-34.588394,-58.410787,1
1447025,2024,MAYO,DOMINGO,2024-05-05,20,Robo,Robo total,NO,NO,FLORES,7,-34.648724,-58.440701,1
1447026,2024,MAYO,DOMINGO,2024-05-05,10,Hurto,Hurto automotor,NO,NO,MONTE CASTRO,10,-34.623924,-58.505339,1
1447027,2024,MAYO,DOMINGO,2024-05-05,13,Hurto,Hurto total,NO,NO,FLORES,7,-34.625189,-58.462679,1
1447028,2024,MAYO,DOMINGO,2024-05-05,13,Hurto,Hurto total,NO,NO,FLORES,7,-34.631897,-58.455904,1
1447029,2024,MAYO,DOMINGO,2024-05-05,21,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.59393,-58.392994,1
1447030,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,NO,NO,RECOLETA,2,-34.585493,-58.40747,1
1447031,2024,MAYO,DOMINGO,2024-05-05,20,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7,-34.635728,-58.441204,1
1447032,2024,MAYO,DOMINGO,2024-05-05,17,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.555467,-58.45055,1
1447033,2024,MAYO,DOMINGO,2024-05-05,7,Robo,Robo total,NO,NO,MONSERRAT,1,-34.610341,-58.374905,1
1447034,2024,MAYO,DOMINGO,2024-05-05,3,Hurto,Hurto total,NO,NO,MONSERRAT,1,-34.60956,-58.379927,1
1447035,2024,MAYO,DOMINGO,2024-05-05,5,Robo,Robo total,NO,SI,RECOLETA,2,-34.597297,-58.396106,1
1447036,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,COLEGIALES,13,-34.570586,-58.449421,1
1447037,2024,MAYO,DOMINGO,2024-05-05,11,Robo,Robo total,NO,NO,FLORES,7,-34.628294,-58.47007,1
1447038,2024,MAYO,DOMINGO,2024-05-05,5,Robo,Robo total,NO,NO,RECOLETA,2,-34.584185,-58.390569,1
1447039,2024,MAYO,DOMINGO,2024-05-05,19,Robo,Robo total,NO,NO,RECOLETA,2,-34.596947,-58.410235,1
1447040,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,VILLA SOLDATI,8,-34.665032,-58.447298,1
1447041,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,NO,NO,NUÑEZ,13,-34.53896,-58.470839,1
1447042,2024,MAYO,DOMINGO,2024-05-05,1,Robo,Robo total,NO,NO,VILLA URQUIZA,12,-34.57696,-58.495297,1
1447043,2024,MAYO,DOMINGO,2024-05-05,3,Hurto,Hurto total,NO,NO,FLORES,7,-34.632276,-58.46591,1
1447044,2024,MAYO,DOMINGO,2024-05-05,11,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.548942,-58.46819,1
1447045,2024,MAYO,DOMINGO,2024-05-05,13,Hurto,Hurto automotor,NO,NO,FLORES,7,-34.628191,-58.469894,1
1447046,2024,MAYO,DOMINGO,2024-05-05,2,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7,-34.634226,-58.427999,1
1447047,2024,MAYO,DOMINGO,2024-05-05,17,Robo,Robo total,SI,NO,SAN NICOLAS,1,-34.60494,-58.37906,1
1447048,2024,MAYO,DOMINGO,2024-05-05,3,Robo,Robo total,NO,NO,RECOLETA,2,-34.596743,-58.400291,1
1447049,2024,MAYO,DOMINGO,2024-05-05,13,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.639783,-58.440061,1
1447050,2024,MAYO,DOMINGO,2024-05-05,19,Robo,Robo total,SI,NO,PARQUE CHACABUCO,7,-34.638845,-58.431814,1
1447051,2024,MAYO,DOMINGO,2024-05-05,11,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.587461,-58.397235,1
1447052,2024,MAYO,DOMINGO,2024-05-05,7,Robo,Robo total,NO,NO,RECOLETA,2,-34.596845,-58.399665,1
1447053,2024,MAYO,DOMINGO,2024-05-05,17,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.592059,-58.389583,1
1447054,2024,MAYO,DOMINGO,2024-05-05,12,Robo,Robo total,NO,NO,FLORES,7,-34.62628,-58.463405,1
1447055,2024,MAYO,DOMINGO,2024-05-05,19,Robo,Robo total,NO,NO,FLORES,7,-34.626657,-58.466847,1
1447056,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.58803,-58.401599,1
1447057,2024,MAYO,DOMINGO,2024-05-05,19,Robo,Robo automotor,NO,NO,VILLA LUGANO,8,-34.669433,-58.488885,1
1447058,2024,MAYO,DOMINGO,2024-05-05,0,Hurto,Hurto total,NO,NO,COLEGIALES,13,-34.576371,-58.449965,1
1447059,2024,MAYO,DOMINGO,2024-05-05,21,Robo,Robo total,NO,NO,MONSERRAT,1,-34.609982,-58.36962,1
1447060,2024,MAYO,DOMINGO,2024-05-05,2,Robo,Robo total,NO,NO,MONSERRAT,1,-34.610243,-58.373457,1
1447061,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.643275,-58.438591,1
1447062,2024,MAYO,DOMINGO,2024-05-05,22,Robo,Robo total,NO,NO,RECOLETA,2,-34.591228,-58.404523,1
1447063,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.55622,-58.451667,1
1447064,2024,MAYO,DOMINGO,2024-05-05,12,Robo,Robo total,NO,NO,BELGRANO,13,-34.558484,-58.45548,1
1447065,2024,MAYO,DOMINGO,2024-05-05,11,Hurto,Hurto total,NO,NO,FLORES,7,-34.628147,-58.469849,1
1447066,2024,MAYO,DOMINGO,2024-05-05,22,Robo,Robo total,NO,SI,COLEGIALES,13,-34.568887,-58.447045,1
1447067,2024,MAYO,DOMINGO,2024-05-05,11,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.552174,-58.451578,1
1447068,2024,MAYO,DOMINGO,2024-05-05,14,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.601545,-58.381046,1
1447069,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.606471,-58.370916,1
1447070,2024,MAYO,DOMINGO,2024-05-05,18,Robo,Robo total,NO,NO,VILLA SOLDATI,8,-34.658735,-58.450961,1
1447071,2024,MAYO,DOMINGO,2024-05-05,19,Robo,Robo total,NO,NO,RECOLETA,2,-34.593798,-58.412116,1
1447072,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.552615,-58.445507,1
1447073,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,COGHLAN,12,-34.557897,-58.476421,1
1447074,2024,MAYO,DOMINGO,2024-05-05,22,Hurto,Hurto total,NO,NO,BARRACAS,4,-34.647845,-58.377568,1
1447075,2024,MAYO,DOMINGO,2024-05-05,17,Robo,Robo total,NO,NO,BARRACAS,4,-34.629176,-58.377729,1
1447076,2024,MAYO,DOMINGO,2024-05-05,0,Robo,Robo total,NO,NO,VILLA GRAL. MITRE,11,-34.609931,-58.470501,1
1447077,2024,MAYO,DOMINGO,2024-05-05,2,Robo,Robo total,NO,SI,BARRACAS,4,-34.651421,-58.382046,1
1447078,2024,MAYO,DOMINGO,2024-05-05,3,Hurto,Hurto total,NO,NO,BARRACAS,4,-34.633734,-58.371218,1
1447079,2024,MAYO,DOMINGO,2024-05-05,12,Hurto,Hurto total,NO,NO,VILLA URQUIZA,12,-34.56679,-58.48334,1
1447080,2024,MAYO,DOMINGO,2024-05-05,20,Robo,Robo total,NO,NO,VILLA URQUIZA,12,-34.573062,-58.490798,1
1447081,2024,MAYO,DOMINGO,2024-05-05,20,Hurto,Hurto total,NO,NO,VILLA URQUIZA,12,-34.570012,-58.498983,1
1447082,2024,MAYO,DOMINGO,2024-05-05,23,Robo,Robo automotor,SI,NO,BARRACAS,4,-34.634218,-58.374249,1
1447083,2024,MAYO,DOMINGO,2024-05-05,11,Robo,Robo total,NO,NO,COGHLAN,12,-34.561537,-58.471908,1
1447084,2024,MAYO,DOMINGO,2024-05-05,7,Hurto,Hurto total,NO,NO,VILLA SANTA RITA,11,-34.617612,-58.482232,1
1447085,2024,MAYO,DOMINGO,2024-05-05,21,Robo,Robo total,NO,NO,BARRACAS,4,-34.645848,-58.377059,1
1447086,2024,MAYO,DOMINGO,2024-05-05,16,Hurto,Hurto total,NO,NO,VILLA URQUIZA,12,-34.5642,-58.480085,1
1447087,2024,MAYO,DOMINGO,2024-05-05,7,Hurto,Hurto total,NO,NO,COGHLAN,12,-34.562839,-58.471957,1
1447088,2024,MAYO,DOMINGO,2024-05-05,20,Robo,Robo total,SI,NO,MATADEROS,9,-34.663255,-58.506861,1
1447089,2024,MAYO,DOMINGO,2024-05-05,15,Hurto,Hurto total,NO,NO,MONSERRAT,1,-34.616023,-58.371722,1
1447090,2024,MAYO,DOMINGO,2024-05-05,16,Hurto,Hurto automotor,NO,NO,MATADEROS,9,-34.661958,-58.502413,1
1447091,2024,MAYO,DOMINGO,2024-05-05,13,Hurto,Hurto total,NO,NO,CONSTITUCION,1,-34.620995,-58.382599,1
1447092,2024,MAYO,DOMINGO,2024-05-05,17,Robo,Robo total,NO,NO,LINIERS,9,-34.65047,-58.520318,1
1447093,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.609233,-58.391962,1
1447094,2024,MAYO,DOMINGO,2024-05-05,2,Hurto,Hurto total,NO,NO,PALERMO,14,-34.573332,-58.436345,1
1447095,2024,MAYO,DOMINGO,2024-05-05,5,Hurto,Hurto total,NO,NO,MATADEROS,9,-34.66433,-58.51338,1
1447096,2024,MAYO,DOMINGO,2024-05-05,14,Robo,Robo total,NO,NO,MONSERRAT,1,-34.616086,-58.374541,1
1447097,2024,MAYO,DOMINGO,2024-05-05,9,Hurto,Hurto automotor,NO,NO,MATADEROS,9,-34.656576,-58.518838,1
1447098,2024,MAYO,DOMINGO,2024-05-05,21,Robo,Robo total,NO,NO,ALMAGRO,5,-34.611646,-58.415397,1
1447099,2024,MAYO,DOMINGO,2024-05-05,8,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.605878,-58.390821,1
1447100,2024,MAYO,DOMINGO,2024-05-05,6,Hurto,Hurto total,NO,NO,VILLA GRAL. MITRE,11,-34.614413,-58.465488,1
1447101,2024,MAYO,DOMINGO,2024-05-05,4,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.607614,-58.390698,1
1447102,2024,MAYO,DOMINGO,2024-05-05,0,Robo,Robo total,NO,NO,MONSERRAT,1,-34.616683,-58.387483,1
1447103,2024,MAYO,DOMINGO,2024-05-05,5,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.606243,-58.38937,1
1447104,2024,MAYO,DOMINGO,2024-05-05,21,Hurto,Hurto total,NO,NO,MATADEROS,9,-34.662701,-58.509446,1
1447105,2024,MAYO,DOMINGO,2024-05-05,14,Hurto,Hurto total,NO,NO,SAN TELMO,1,-34.619196,-58.371591,1
1447106,2024,MAYO,DOMINGO,2024-05-05,21,Robo,Robo total,NO,NO,LINIERS,9,-34.640444,-58.528506,1
1447107,2024,MAYO,DOMINGO,2024-05-05,1,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.603036,-58.389472,1
1447108,2024,MAYO,DOMINGO,2024-05-05,18,Robo,Robo total,NO,NO,SAN TELMO,1,-34.619665,-58.375934,1
1447109,2024,MAYO,DOMINGO,2024-05-05,17,Robo,Robo total,NO,NO,VILLA ORTUZAR,15,-34.578285,-58.461459,1
1447110,2024,MAYO,DOMINGO,2024-05-05,12,Robo,Robo total,NO,NO,MATADEROS,9,-34.648381,-58.496663,1
1447111,2024,MAYO,DOMINGO,2024-05-05,2,Hurto,Hurto total,NO,NO,PALERMO,14,-34.570873,-58.434789,1
1447112,2024,MAYO,DOMINGO,2024-05-05,1,Robo,Robo total,NO,NO,LINIERS,9,-34.636718,-58.526054,1
1447113,2024,MAYO,DOMINGO,2024-05-05,17,Hurto,Hurto total,NO,NO,PALERMO,14,-34.588171,-58.439125,1
1447114,2024,MAYO,DOMINGO,2024-05-05,22,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.61973,-58.378702,1
1447115,2024,MAYO,DOMINGO,2024-05-05,22,Robo,Robo total,NO,NO,CHACARITA,15,-34.582931,-58.460449,1
1447116,2024,MAYO,DOMINGO,2024-05-05,21,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.609132,-58.390956,1
1447117,2024,MAYO,DOMINGO,2024-05-05,12,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.603737,-58.3836,1
1447118,2024,MAYO,DOMINGO,2024-05-05,8,Robo,Robo total,NO,NO,MATADEROS,9,-34.655894,-58.506705,1
1447119,2024,MAYO,DOMINGO,2024-05-05,5,Robo,Robo automotor,SI,NO,MATADEROS,9,-34.66395,-58.50483,1
1447120,2024,MAYO,DOMINGO,2024-05-05,14,Robo,Robo total,NO,NO,SAN TELMO,1,-34.619116,-58.37156,1
1447121,2024,MAYO,DOMINGO,2024-05-05,0,Robo,Robo total,SI,NO,MONSERRAT,1,-34.611179,-58.387486,1
1447122,2024,MAYO,DOMINGO,2024-05-05,8,Robo,Robo total,NO,NO,LINIERS,9,-34.654501,-58.522333,1
1447123,2024,MAYO,DOMINGO,2024-05-05,2,Hurto,Hurto total,NO,NO,PALERMO,14,-34.570525,-58.433852,1
1447124,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,SAN TELMO,1,-34.619196,-58.371591,1
1447125,2024,MAYO,DOMINGO,2024-05-05,23,Robo,Robo total,SI,SI,VILLA DEL PARQUE,11,-34.605147,-58.481492,1
1447126,2024,MAYO,DOMINGO,2024-05-05,0,Robo,Robo total,NO,NO,NUEVA POMPEYA,4,-34.65216,-58.428796,1
1447127,2024,MAYO,DOMINGO,2024-05-05,22,Robo,Robo total,NO,NO,VILLA CRESPO,15,-34.601787,-58.435123,1
1447128,2024,MAYO,DOMINGO,2024-05-05,21,Robo,Robo total,NO,NO,CONSTITUCION,1,-34621,-58.382976,1
1447129,2024,MAYO,DOMINGO,2024-05-05,22,Robo,Robo automotor,SI,NO,NUEVA POMPEYA,4,-34.643449,-58.425491,1
1447130,2024,MAYO,DOMINGO,2024-05-05,15,Hurto,Hurto total,NO,NO,SAN TELMO,1,-34.619505,-58.371525,1
1447131,2024,MAYO,DOMINGO,2024-05-05,1,Robo,Robo total,NO,NO,LINIERS,9,-34.639306,-58.527712,1
1447132,2024,MAYO,DOMINGO,2024-05-05,9,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.59599,-58.444094,1
1447133,2024,MAYO,DOMINGO,2024-05-05,5,Hurto,Hurto total,NO,NO,PARQUE AVELLANEDA,9,-34.648412,-58.472986,1
1447134,2024,MAYO,DOMINGO,2024-05-05,19,Robo,Robo total,NO,NO,ALMAGRO,5,-34.611252,-58.420219,1
1447135,2024,MAYO,DOMINGO,2024-05-05,10,Hurto,Hurto total,NO,NO,NUEVA POMPEYA,4,-34.64602,-58.425776,1
1447136,2024,MAYO,DOMINGO,2024-05-05,16,Hurto,Hurto automotor,NO,NO,VILLA CRESPO,15,-34.602935,-58.433869,1
1447137,2024,MAYO,DOMINGO,2024-05-05,17,Hurto,Hurto total,NO,NO,SAN TELMO,1,-34.620528,-58.371435,1
1447138,2024,MAYO,DOMINGO,2024-05-05,8,Robo,Robo total,NO,NO,MONSERRAT,1,-34.615892,-58.370573,1
1447139,2024,MAYO,DOMINGO,2024-05-05,2,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.608164,-58.51554,1
1447140,2024,MAYO,DOMINGO,2024-05-05,8,Hurto,Hurto total,NO,NO,BOEDO,5,-34.623283,-58.424457,1
1447141,2024,MAYO,DOMINGO,2024-05-05,5,Hurto,Hurto total,NO,NO,BOEDO,5,-34.626255,-58.42159,1
1447142,2024,MAYO,DOMINGO,2024-05-05,12,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.603174,-58.420959,1
1447143,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.602911,-58.422738,1
1447144,2024,MAYO,DOMINGO,2024-05-05,10,Hurto,Hurto total,NO,NO,VILLA LURO,10,-34.64036,-58.495854,1
1447145,2024,MAYO,DOMINGO,2024-05-05,11,Hurto,Hurto total,NO,NO,PUERTO MADERO,1,-34.61911,-58.361383,1
1447146,2024,MAYO,DOMINGO,2024-05-05,1,Robo,Robo total,NO,NO,ALMAGRO,5,-34.603468,-58.418036,1
1447147,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4,-34.637906,-58.410147,1
1447148,2024,MAYO,DOMINGO,2024-05-05,23,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.627007,-58.384357,1
1447149,2024,MAYO,DOMINGO,2024-05-05,2,Robo,Robo total,NO,NO,VERSALLES,10,-34.629936,-58.529575,1
1447150,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,NO,NO,AGRONOMIA,15,-34.59725,-58.490185,1
1447151,2024,MAYO,DOMINGO,2024-05-05,16,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11,-34.600258,-58.496126,1
1447152,2024,MAYO,DOMINGO,2024-05-05,14,Hurto,Hurto total,NO,NO,CHACARITA,15,-34.585069,-58.457047,1
1447153,2024,MAYO,DOMINGO,2024-05-05,9,Robo,Robo total,NO,NO,PALERMO,14,-34.572255,-58.426305,1
1447154,2024,MAYO,DOMINGO,2024-05-05,10,Hurto,Hurto total,NO,NO,SAN TELMO,1,-34.629042,-58.370216,1
1447155,2024,MAYO,DOMINGO,2024-05-05,21,Robo,Robo total,NO,SI,CABALLITO,6,-34.618157,-58.428596,1
1447156,2024,MAYO,DOMINGO,2024-05-05,4,Hurto,Hurto total,NO,NO,PALERMO,14,-34.588491,-58.430637,1
1447157,2024,MAYO,DOMINGO,2024-05-05,0,Robo,Robo total,NO,NO,ALMAGRO,5,-34.62109,-58.41807,1
1447158,2024,MAYO,DOMINGO,2024-05-05,5,Robo,Robo total,NO,NO,BOCA,4,-34.633069,-58.360884,1
1447159,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,NO,NO,VILLA DEVOTO,11,-34.602534,-58.51583,1
1447160,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,PALERMO,14,-34.581408,-58.421627,1
1447161,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,SI,NO,BOCA,4,-34.638997,-58.358561,1
1447162,2024,MAYO,DOMINGO,2024-05-05,9,Hurto,Hurto total,NO,NO,PALERMO,14,-34.585625,-58.420543,1
1447163,2024,MAYO,DOMINGO,2024-05-05,22,Hurto,Hurto total,NO,NO,BOCA,4,-34.639875,-58.369214,1
1447164,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11,-34.600737,-58.488924,1
1447165,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,VERSALLES,10,-34.627078,-58.529326,1
1447166,2024,MAYO,DOMINGO,2024-05-05,9,Robo,Robo total,NO,NO,VILLA DEL PARQUE,11,-34.60004,-58.489265,1
1447167,2024,MAYO,DOMINGO,2024-05-05,0,Hurto,Hurto total,NO,NO,PALERMO,14,-34.580913,-58.412089,1
1447168,2024,MAYO,DOMINGO,2024-05-05,23,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.609144,-58.512676,1
1447169,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,PALERMO,14,-34.591313,-58.426322,1
1447170,2024,MAYO,DOMINGO,2024-05-05,11,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,10,-34.640213,-58.486043,1
1447171,2024,MAYO,DOMINGO,2024-05-05,9,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.610715,-58.514226,1
1447172,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,BOCA,4,-34.628987,-58.367255,1
1447173,2024,MAYO,DOMINGO,2024-05-05,18,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.597914,-58.422932,1
1447174,2024,MAYO,DOMINGO,2024-05-05,16,Robo,Robo total,SI,SI,PALERMO,14,-34.578747,-58.425346,1
1447175,2024,MAYO,DOMINGO,2024-05-05,2,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11,-34.60027,-58.497986,1
1447176,2024,MAYO,DOMINGO,2024-05-05,19,Hurto,Hurto total,NO,NO,PALERMO,14,-34.58409,-58.415796,1
1447177,2024,MAYO,DOMINGO,2024-05-05,5,Hurto,Hurto total,NO,NO,PALERMO,14,-34.580699,-58.422505,1
1447178,2024,MAYO,LUNES,2024-05-06,13,Hurto,Hurto total,NO,NO,PALERMO,14,-34.587581,-58.420349,1
1447179,2024,MAYO,LUNES,2024-05-06,2,Robo,Robo total,NO,NO,ALMAGRO,5,-34.604366,-58.419593,1
1447180,2024,MAYO,LUNES,2024-05-06,20,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.604359,-58.419648,1
1447181,2024,MAYO,LUNES,2024-05-06,17,Hurto,Hurto automotor,NO,NO,VELEZ SARSFIELD,10,-34.62361,-58.496856,1
1447182,2024,MAYO,LUNES,2024-05-06,12,Robo,Robo total,NO,NO,FLORESTA,10,-34.628305,-58.479925,1
1447183,2024,MAYO,LUNES,2024-05-06,10,Hurto,Hurto total,NO,NO,FLORESTA,10,-34.627821,-58.477025,1
1447184,2024,MAYO,LUNES,2024-05-06,21,Robo,Robo total,SI,SI,BOCA,4,-34.637747,-58.36509,1
1447185,2024,MAYO,LUNES,2024-05-06,18,Robo,Robo total,NO,NO,VERSALLES,10,-34.629497,-58.525085,1
1447186,2024,MAYO,LUNES,2024-05-06,17,Robo,Robo total,NO,NO,RETIRO,1,-34.59173,-58.374686,1
1447187,2024,MAYO,LUNES,2024-05-06,19,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.612635,-58.52312,1
1447188,2024,MAYO,LUNES,2024-05-06,7,Robo,Robo total,NO,NO,VILLA DEVOTO,11,-34.615278,-58.519045,1
1447189,2024,MAYO,LUNES,2024-05-06,7,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.597783,-58.425862,1
1447190,2024,MAYO,LUNES,2024-05-06,13,Robo,Robo total,SI,SI,VILLA DEVOTO,11,-34.586158,-58.51576,1
1447191,2024,MAYO,LUNES,2024-05-06,19,Hurto,Hurto total,NO,NO,PALERMO,14,-34.581639,-58.423533,1
1447192,2024,MAYO,LUNES,2024-05-06,13,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.597747,-58.50444,1
1447193,2024,MAYO,LUNES,2024-05-06,12,Hurto,Hurto total,NO,NO,CONSTITUCION,1,-34.626368,-58.380189,1
1447194,2024,MAYO,LUNES,2024-05-06,16,Hurto,Hurto total,NO,NO,VILLA LURO,10,-34.630935,-58.511119,1
1447195,2024,MAYO,LUNES,2024-05-06,22,Hurto,Hurto total,NO,NO,PALERMO,14,-34.581159,-58.412307,1
1447196,2024,MAYO,LUNES,2024-05-06,7,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.590786,-58.50737,1
1447197,2024,MAYO,LUNES,2024-05-06,6,Robo,Robo total,NO,NO,RETIRO,1,-34.598349,-58.368132,1
1447198,2024,MAYO,LUNES,2024-05-06,6,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7,-34.629392,-58.426216,1
1447199,2024,MAYO,LUNES,2024-05-06,22,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.604131,-58.4243,1
1447200,2024,MAYO,LUNES,2024-05-06,0,Hurto,Hurto automotor,NO,NO,BOEDO,5,-34.623057,-58.424957,1
1447201,2024,MAYO,LUNES,2024-05-06,7,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.589222,-58.514062,1
1447202,2024,MAYO,LUNES,2024-05-06,7,Hurto,Hurto total,NO,NO,PALERMO,14,-34.579355,-58.424432,1
1447203,2024,MAYO,LUNES,2024-05-06,17,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,10,-34.635435,-58.492938,1
1447204,2024,MAYO,LUNES,2024-05-06,0,Robo,Robo total,NO,NO,VILLA DEL PARQUE,11,-34.601416,-58.500509,1
1447205,2024,MAYO,LUNES,2024-05-06,10,Robo,Robo total,NO,NO,PALERMO,14,-34.580281,-58.426696,1
1447206,2024,MAYO,LUNES,2024-05-06,11,Hurto,Hurto total,NO,NO,BOCA,4,-34.633622,-58.362248,1
1447207,2024,MAYO,LUNES,2024-05-06,10,Hurto,Hurto total,NO,NO,BOEDO,5,-34.621344,-58.416557,1
1447208,2024,MAYO,LUNES,2024-05-06,2,Hurto,Hurto total,NO,NO,VERSALLES,10,-34.624127,-58.522937,1
1447209,2024,MAYO,LUNES,2024-05-06,0,Hurto,Hurto total,NO,NO,BOEDO,5,-34.628342,-58.413295,1
1447210,2024,MAYO,LUNES,2024-05-06,21,Hurto,Hurto total,NO,NO,VERSALLES,10,-34.632262,-58.524827,1
1447211,2024,MAYO,LUNES,2024-05-06,14,Hurto,Hurto total,NO,NO,FLORES,7,-34.626213,-58.476036,1
1447212,2024,MAYO,LUNES,2024-05-06,13,Hurto,Hurto total,NO,NO,PALERMO,14,-34.581978,-58.411101,1
1447213,2024,MAYO,LUNES,2024-05-06,7,Robo,Robo total,NO,NO,FLORESTA,10,-34.62443,-58.485027,1
1447214,2024,MAYO,LUNES,2024-05-06,19,Robo,Robo total,NO,NO,ALMAGRO,5,-34.602397,-58.428563,1
